,Area,mnemonic,2011,2012,2013,2014,2015,2016,2017,2018,2019,Size,Latitude,Longitude,Convenience Store,Supermarket
409,Droylsden,E35000734,24172,24180,24203,24001,24111,24278,24180,24235,24519,Small Town,53.47969000000007,-2.1455299999999506,0,9
410,Banbury,E35000745,46722,47109,47429,47625,47617,47527,47230,47232,47447,Medium Town,52.06149000000005,-1.3398899999999685,2,5
411,City of London,E35000758,7189,6405,5854,5952,6492,7046,7454,8480,9483,Small Town,51.52050000000003,-0.09742999999997436,2,0
412,Kempston,E35000760,19378,19570,19963,20340,20674,21005,21156,21275,21131,Small Town,52.115000000000066,-0.5046599999999444,1,2
413,Cirencester,E35000761,16353,16335,16580,16734,16820,16930,16971,17067,17055,Small Town,51.718540000000075,-1.9535399999999756,1,2
414,Whetstone,E35000768,12793,12742,12827,12738,12888,13132,13463,14009,14212,Small Town,52.565150000000074,-1.1799599999999373,2,1
415,Brighouse,E35000772,33296,33330,33429,33438,33663,33874,33883,33716,33874,Medium Town,53.702440000000074,-1.7746199999999703,1,3
416,Whitefield,E35000776,21021,21093,21069,21134,21085,21084,21147,21215,21290,Small Town,53.552280000000046,-2.296479999999974,0,4
417,Truro,E35000778,20473,20666,21000,21436,21337,21606,22092,22334,22623,Small Town,50.26526000000007,-5.05359999999996,2,3
418,Arnold,E35000779,37827,37890,38383,38741,39152,39211,39446,39507,39495,Medium Town,53.00296000000003,-1.129449999999963,0,6
419,Stamford,E35000780,19741,19927,20093,20383,20393,20499,20558,20569,20649,Small Town,52.65211000000005,-0.4803499999999303,1,3
420,Ashton-under-Lyne,E35000787,45369,45463,45658,45734,46141,46751,47237,47395,47826,Medium Town,53.489450000000026,-2.088059999999928,0,5
421,Rushden,E35000811,29562,29759,30203,30559,31012,31570,32124,32368,32372,Medium Town,52.28762000000007,-0.5980199999999627,2,2
422,Horndean,E35000817,46940,46945,47281,47642,48033,48512,48851,49174,49381,Medium Town,50.907550000000064,-1.0060699999999656,0,2
423,Christchurch,E35000835,54363,54389,54843,55399,55665,56100,56061,56498,56779,Medium Town,50.73408000000007,-1.7765299999999795,2,3
424,Great Yarmouth,E35000843,38794,38921,39213,39611,39991,40282,40883,41075,41138,Medium Town,52.61265000000003,1.7240800000000718,0,5
425,Ingleby Barwick,E35000848,20458,20742,21062,21266,21570,21962,22256,22545,22491,Small Town,54.51515000000007,-1.3131099999999378,0,1
426,North Hykeham,E35000853,14743,15087,15167,15470,15908,16308,16895,17275,17365,Small Town,53.190050000000035,-0.5914699999999584,0,3
427,Didcot,E35000872,27138,27221,27695,28178,28899,29621,30078,30120,29922,Medium Town,51.602370000000064,-1.2321099999999774,0,3
428,Waltham Cross,E35000876,10097,10263,10351,10377,10525,10480,10595,10737,10910,Small Town,51.69056000000007,-0.03382999999996628,0,3
429,Eastwood,E35000877,18434,18691,18758,18747,18931,18946,19058,19168,19231,Small Town,53.014020000000066,-1.2926899999999364,0,1
430,Bordon,E35000879,16312,16366,16297,16198,15965,15122,15025,15389,15708,Small Town,51.10999000000004,-0.8644999999999641,0,2
431,Camborne,E35000880,20473,20709,20762,21029,21185,21492,21985,22399,22630,Small Town,50.21366000000007,-5.3011699999999555,0,2
432,Taverham,E35000883,15655,15663,15593,15618,15575,15564,15519,15582,15512,Small Town,52.68223000000007,1.2071000000000254,0,1
433,Little Lever,E35000885,12821,12929,12851,12834,12674,12654,12556,12474,12444,Small Town,53.56131000000005,-2.3643099999999317,0,1
434,Marlborough,E35000897,8100,8273,8214,8260,8172,8149,8299,8250,8233,Small Town,51.42132000000004,-1.7298999999999296,1,1
435,Hertford,E35000899,26839,27123,27504,27833,28248,28688,28860,28950,29303,Medium Town,51.796340000000036,-0.0826999999999316,0,2
436,West Bridgford,E35000901,45610,45645,46213,46570,46960,47358,47670,48225,48856,Medium Town,52.92738000000003,-1.129859999999951,0,2
437,Bletchley,E35000902,37228,37896,38192,38630,39086,39292,39304,39448,39220,Medium Town,52.01030000000003,-0.7495999999999299,0,5
438,Berkhamsted,E35000904,20723,20863,21124,21340,21335,21471,21435,21644,21719,Small Town,51.76040000000007,-0.5644999999999527,1,0
439,Knaresborough,E35000906,15541,15555,15561,15580,15599,15636,15557,15588,15442,Small Town,54.008430000000025,-1.466669999999965,1,2
440,Willenhall,E35000908,51473,51529,51711,51949,52354,52702,53012,53144,53334,Medium Town,52.58425000000005,-2.0571999999999657,0,3
441,Helston,E35000910,11359,11536,11549,11522,11661,11810,11818,11792,11698,Small Town,50.10576000000003,-5.266979999999934,0,2
442,Ramsgate,E35000923,40627,40805,41173,41725,42152,42467,42632,42306,42040,Medium Town,51.33268000000004,1.4229200000000333,1,3
443,Kippax,E35000925,10100,10013,9927,9861,9879,9842,9731,9639,9692,Small Town,53.770820000000064,-1.3712699999999245,1,0
444,Penzance,E35000926,16364,16350,16366,16375,16230,16272,16320,16254,16296,Small Town,50.11861000000005,-5.5372299999999655,0,2
445,Cheadle Hulme,E35000932,24365,24410,24515,24712,24914,25207,25383,25391,25394,Medium Town,53.37806000000007,-2.191029999999955,1,3
446,Radcliffe,E35000933,30014,30285,30443,30722,30847,31081,31267,31547,31844,Medium Town,53.55914000000006,-2.3257199999999334,0,2
447,Coalville,E35000934,34678,34830,34882,35132,35496,35687,36166,36800,37300,Medium Town,52.71878000000004,-1.3722899999999643,1,2
448,Tipton,E35000940,42581,43004,43600,43959,44104,44597,44766,45186,45283,Medium Town,52.528570000000066,-2.070009999999968,0,3
449,Bridlington,E35000950,35178,35206,35168,35203,35238,35339,35085,35115,35264,Medium Town,54.08364000000007,-0.19254999999992609,0,3
450,Litherland,E35000952,18577,18640,18440,18538,18607,18615,18668,18845,18902,Small Town,53.47616000000005,-2.996009999999956,0,3
451,Kirkham,E35000953,12010,12160,12271,12402,12404,12553,12774,12999,13418,Small Town,53.782470000000046,-2.8713599999999246,0,2
452,Wath upon Dearne,E35000964,33460,33995,34431,34977,35412,35713,35988,36272,36318,Medium Town,53.50358000000006,-1.3435999999999808,0,3
453,Burscough,E35000969,8814,8826,8793,8796,8935,8978,8960,8916,8952,Small Town,53.60092000000003,-2.8440899999999374,0,3
454,Dursley,E35000970,14597,14658,14744,14937,15188,15339,15556,15706,15952,Small Town,51.69329000000005,-2.365169999999978,0,3
455,Godalming,E35000976,22798,22901,22959,22969,23282,23367,23410,23514,23687,Small Town,51.183940000000064,-0.6183699999999703,1,1
456,Kingsteignton,E35000979,10460,10520,10497,10592,10526,10539,10857,11153,11363,Small Town,50.546970000000044,-3.5868499999999703,0,2
457,Bebington,E35000985,57341,57621,57867,58098,57938,57991,58055,58150,58427,Medium Town,53.35599000000008,-3.0036999999999807,1,5
458,East Cowes,E35000986,7026,7047,7105,7272,7260,7359,7414,7475,7572,Small Town,50.75628000000007,-1.2852199999999243,1,0
459,Long Eaton,E35000992,37817,38158,38363,38838,39061,39264,39348,39456,39387,Medium Town,52.90188000000007,-1.282449999999926,0,5
460,West Bromwich (East),E35000993,18982,19024,19083,19249,19784,20007,20126,20201,20073,Small Town,52.51817000000007,-1.9893899999999576,0,3
461,Lytham St Anne's,E35000997,43094,43122,43394,43717,43892,44118,44208,44320,44464,Medium Town,53.74950000000007,-2.991539999999929,0,2
462,Wellington,E35000998,11213,11489,11586,11560,11838,12160,12497,12771,12924,Small Town,50.97953000000007,-3.2262999999999806,1,1
463,Failsworth,E35001001,18842,18874,18840,18874,18712,18666,18726,18836,18843,Small Town,53.50846000000006,-2.1633699999999294,0,11
464,Haslingden,E35001004,15965,16062,16088,16110,16180,16284,16399,16492,16560,Small Town,53.704610000000066,-2.3253599999999324,0,1
465,Cleethorpes,E35001011,39534,39377,39357,39389,39317,39168,39188,38996,38562,Medium Town,53.55949000000004,-0.03937999999993736,0,2
466,Pudsey,E35001013,32193,32380,32815,33197,33585,33876,33899,33800,33766,Medium Town,53.79767000000004,-1.6559599999999364,0,2
467,Pontefract,E35001027,29348,29321,29458,29548,29588,29892,30221,30813,31280,Medium Town,53.69258000000008,-1.3063399999999774,0,4
468,Stretford,E35001028,26915,27047,27401,27397,27637,27717,27533,27529,27574,Medium Town,53.445710000000076,-2.313819999999964,0,5
469,Teignmouth,E35001036,15106,15185,15400,15410,15487,15586,15597,15646,15671,Small Town,50.54835000000003,-3.5000499999999306,0,1
470,Gravesend,E35001042,55523,55647,56274,57281,57865,58269,58036,58361,58640,Medium Town,51.43282000000005,0.36462000000005895,1,4
471,Frimley,E35001045,19121,19207,19029,19189,19244,19253,19302,19355,19385,Small Town,51.313240000000064,-0.7452599999999734,1,0
472,Newton Abbot,E35001055,25594,25713,25944,26281,26720,26814,26951,26932,27153,Medium Town,50.52892000000003,-3.608239999999967,0,2
473,Morecambe,E35001056,33312,33396,33322,33325,33540,33620,33491,33630,33848,Medium Town,54.070470000000064,-2.8552199999999743,0,7
474,Cleveleys,E35001061,10727,10747,10738,10610,10754,10730,10732,10733,10740,Small Town,53.87333000000007,-3.022909999999968,1,4
475,Yateley,E35001069,14874,14745,14809,14894,14689,14681,14593,14487,14409,Small Town,51.34238000000005,-0.8267299999999409,1,1
476,Armthorpe,E35001073,14459,14385,14477,14617,14558,14586,14550,14510,14405,Small Town,53.535640000000065,-1.056699999999978,0,4
477,Keighley,E35001085,53411,53340,53459,53304,53352,53366,53252,53393,53538,Medium Town,53.86634000000004,-1.9096499999999423,0,4
478,Havant,E35001094,45232,45534,45669,45990,46250,46764,47376,47680,47896,Medium Town,50.85550000000006,-0.9859199999999646,1,4
479,Golborne,E35001095,24164,24160,24194,24339,24257,24309,24219,24114,24314,Small Town,53.476680000000044,-2.59681999999998,0,2
480,Shaw (Oldham),E35001099,18794,18662,18553,18534,18440,18354,18401,18340,18349,Small Town,53.57967000000008,-2.0932699999999613,0,2
481,Shanklin,E35001106,9067,9143,9009,9034,9114,9161,9229,9206,9202,Small Town,50.62698000000007,-1.1792199999999298,0,3
482,Whitnash,E35001109,8088,7990,7912,8070,7922,7912,7952,7951,7899,Small Town,52.26978000000002,-1.5218499999999722,0,1
483,Hythe,E35001112,15058,15068,15120,15297,15261,15325,15411,15569,15544,Small Town,50.86749000000003,-1.4042599999999652,1,2
484,Maltby,E35001115,16699,16603,16486,16577,16351,16324,16333,16341,16328,Small Town,53.423250000000046,-1.201309999999978,0,1
485,Totton,E35001116,28807,28984,29211,29411,29458,29520,29552,29459,29421,Medium Town,50.919910000000066,-1.4911499999999478,0,3
486,Portslade-by-Sea,E35001118,19934,19995,19860,19886,20082,20101,20198,20081,20150,Small Town,50.83194000000003,-0.21214999999995146,1,3
487,West Kirby,E35001127,14928,14976,14914,14895,14909,14902,14925,15001,14875,Small Town,53.37265000000008,-3.1715699999999742,0,2
488,Blaydon,E35001128,15187,15206,15099,14982,14940,14878,14858,14768,14693,Small Town,54.965800000000065,-1.7127299999999652,0,2
489,Killamarsh,E35001129,9262,9258,9281,9288,9356,9345,9391,9396,9336,Small Town,53.32671000000005,-1.3130199999999377,1,2
490,Milnrow,E35001131,10024,9994,9893,9886,9983,10153,10224,10242,10370,Small Town,53.611260000000065,-2.1140699999999697,0,3
491,Bishop's Cleeve,E35001132,13300,13424,13603,13856,14194,14480,15032,15638,16292,Small Town,51.94493000000006,-2.0771099999999483,0,2
492,Ringwood,E35001137,13946,13946,14074,14209,14273,14395,14325,14360,14369,Small Town,50.846460000000036,-1.7934199999999691,1,2
493,Dorking,E35001140,17167,17150,17375,17500,17469,17510,17616,17667,17616,Small Town,51.233460000000036,-0.328619999999944,1,2
494,Rawmarsh,E35001141,18517,18554,18584,18603,18605,18775,18953,19102,19161,Small Town,53.467550000000074,-1.3391299999999546,0,2
495,Southborough,E35001152,11158,11197,11232,11318,11408,11454,11380,11250,11225,Small Town,51.155880000000074,0.2599400000000287,0,1
496,Welwyn Garden City,E35001153,48496,48827,49275,50000,50863,51368,51264,51180,51357,Medium Town,51.80143000000004,-0.20572999999996,2,4
497,Cowes,E35001155,14259,14282,14401,14382,14374,14425,14544,14620,14705,Small Town,50.75841000000002,-1.297869999999932,1,3
498,Cudworth,E35001157,12656,12793,12826,12787,12784,12794,12786,12759,12774,Small Town,53.578160000000075,-1.4155399999999645,1,0
499,Sandiacre,E35001158,9624,9606,9545,9598,9787,9923,9911,9976,10058,Small Town,52.926870000000065,-1.2917099999999664,0,1
500,Selby,E35001160,17562,17712,18083,18326,18697,18865,19224,19455,19809,Small Town,53.78393000000007,-1.0699199999999678,0,3
501,Wickford,E35001162,33520,33766,34238,34609,34664,34796,34722,34844,34857,Medium Town,51.61149000000007,0.51854000000003,0,1
502,Lymington,E35001171,15234,15307,15421,15579,15659,15686,15861,15997,16148,Small Town,50.759030000000045,-1.5387099999999805,1,0
503,Royston,E35001175,10084,10209,10251,10308,10497,10579,10613,10563,10640,Small Town,52.048250000000046,-0.021399999999971442,0,1
504,Diss,E35001176,9851,9985,10174,10275,10437,10717,10800,10886,10987,Small Town,52.37351000000007,1.1102900000000204,0,3
505,Longton,E35001178,8773,8772,8696,8766,8913,8970,9002,8927,8964,Small Town,52.989440000000066,-2.1342599999999265,0,4
506,Esher,E35001180,51085,51366,51794,52381,52487,52484,52732,52674,52286,Medium Town,51.37014000000005,-0.3645399999999768,6,3
507,Normanton,E35001191,21361,21341,21466,21551,21658,21745,21846,21944,22085,Small Town,53.698180000000036,-1.4133499999999801,1,2
508,Folkestone,E35001192,51525,51872,51595,51600,52106,52749,52954,53451,53949,Medium Town,51.08447000000007,1.1779400000000348,1,7
509,St Neots,E35001194,30369,30955,31461,31964,32205,32568,32832,32854,32657,Medium Town,52.22790000000003,-0.2617299999999432,1,2
510,Fareham,E35001195,42226,42613,42943,43313,43202,43426,43480,43618,43549,Medium Town,50.852720000000026,-1.1740599999999404,0,5
511,Ripley,E35001197,19339,19296,19481,19542,19499,19549,19776,19777,19911,Small Town,53.05070000000007,-1.4076199999999517,0,2
512,Farnham,E35001198,25637,25777,26041,26498,26656,26848,27056,27152,27386,Medium Town,51.21446000000003,-0.8003699999999299,1,2
513,Heanor,E35001202,25737,25758,25891,25921,25944,26134,26357,26730,27092,Medium Town,53.013750000000066,-1.353529999999978,0,4
514,Burntwood,E35001203,28590,28456,28523,28466,28346,28375,28610,28663,28831,Medium Town,52.679760000000044,-1.9200199999999652,0,2
515,Abingdon,E35001205,38693,39052,38820,38973,39161,39156,39494,39609,39654,Medium Town,51.67384000000004,-1.2858799999999633,1,1
516,Worsley,E35001208,9110,9045,9002,9007,9043,9139,9178,9086,9095,Small Town,53.500550000000025,-2.3810099999999466,0,1
517,East Grinstead,E35001213,29156,29257,29504,29633,30042,30177,30251,30495,30664,Medium Town,51.12401000000007,-0.007599999999968077,1,2
518,Atherstone,E35001215,10613,10578,10567,10712,10843,11035,11312,11554,11598,Small Town,52.57594000000007,-1.5419499999999289,0,3
519,Wilmslow,E35001218,35999,36335,36750,37007,37210,37224,37400,37496,37670,Medium Town,53.326780000000035,-2.227869999999939,2,3
520,Otley,E35001220,14195,14122,14159,14159,14203,14203,14301,14205,14257,Small Town,53.90572000000003,-1.694939999999974,1,2
521,Bushey,E35001221,25379,25734,25884,26294,26204,26462,26641,26924,27278,Medium Town,51.64435000000003,-0.36304999999993015,1,0
522,Newport Pagnell,E35001223,15140,15080,15085,15164,15036,15029,14857,14788,14755,Small Town,52.086750000000045,-0.7226999999999748,1,0
523,Ilkeston,E35001224,38743,38842,38915,39201,39401,39373,39555,39670,39605,Medium Town,52.979090000000035,-1.3105499999999781,0,4
524,Newton-le-Willows,E35001225,22195,22433,22627,22895,23212,23535,23822,24333,24848,Small Town,53.45643000000007,-2.632149999999968,0,1
525,Tilbury,E35001227,12506,12569,12589,12784,12938,13119,13413,13791,14121,Small Town,51.46390000000007,0.3501700000000483,0,1
526,Droitwich,E35001228,23551,23579,23820,23947,23938,23849,23880,23935,24179,Small Town,52.26808000000005,-2.156469999999956,0,3
527,Mountsorrel,E35001229,12131,12361,12586,12653,12788,12891,13239,13597,13868,Small Town,52.72482000000008,-1.1392999999999347,1,0
528,Billericay,E35001232,34297,34250,34345,34676,34730,34838,34894,34848,34987,Medium Town,51.62485000000004,0.41695000000004256,2,0
529,Bideford,E35001234,18123,18584,18736,18906,19238,19629,19827,19927,19926,Small Town,51.01941000000005,-4.20414999999997,0,4
530,Jarrow,E35001236,43454,43287,43280,43433,43337,43346,43111,43114,43218,Medium Town,54.982770000000066,-1.4787199999999532,0,4
531,Newbury,E35001239,38848,39355,39725,40215,40848,41518,41883,42092,42109,Medium Town,51.40592000000004,-1.3261099999999717,2,5
532,Hale (Trafford),E35001240,16639,16773,16843,17018,17200,17409,17481,17372,17493,Small Town,53.41905979600006,-2.355327362999958,0,1
533,Weymouth,E35001241,54483,54483,54381,54525,54861,54955,55174,55251,55279,Medium Town,50.612240000000035,-2.458539999999971,0,1
534,Cinderford,E35001244,10532,10716,10829,10868,11060,11226,11302,11406,11376,Small Town,51.825270000000046,-2.4998699999999303,0,1
535,Ferndown,E35001246,26543,26728,26851,26971,26945,27029,26983,27357,27647,Medium Town,50.802140000000065,-1.8889299999999596,0,3
536,Accrington,E35001256,35397,35241,35264,35525,35678,36073,36336,36437,36534,Medium Town,53.75530000000003,-2.3706299999999487,0,3
537,Peterlee,E35001258,27870,27767,27573,27354,27198,27072,26930,26818,26665,Medium Town,54.76105000000007,-1.333369999999945,0,2
538,Reigate,E35001264,22178,22465,22639,22842,22909,22989,23391,23503,23649,Small Town,51.23591000000005,-0.20485999999993965,1,1
539,Stourport-on-Severn,E35001266,20123,20096,20202,20264,20302,20351,20422,20504,20591,Small Town,52.33911000000007,-2.2809299999999557,0,2
540,Prudhoe,E35001267,10894,10884,10820,10886,10919,10980,11035,11000,11047,Small Town,54.961610000000064,-1.8509199999999737,0,1
541,Marlow,E35001276,14830,14849,14840,14895,14926,14918,14839,15006,14908,Small Town,51.57306000000007,-0.7761699999999792,1,1
542,Penistone,E35001283,9843,9919,10188,10308,10474,10541,10693,10861,10936,Small Town,53.526460000000036,-1.6313599999999724,0,1
543,Worksop,E35001286,41926,42366,42418,42557,42590,42868,43173,43421,43613,Medium Town,53.30659000000003,-1.1231799999999341,1,6
544,Chertsey,E35001287,13764,13817,13911,13954,14143,14389,14627,14806,15104,Small Town,51.388190000000066,-0.5082199999999375,0,2
545,Fazeley,E35001291,7658,7683,7734,7736,7770,7801,7827,7816,7762,Small Town,52.61555000000004,-1.7036899999999378,0,3
546,Andover,E35001292,41936,42649,43685,44622,45384,45942,46224,46584,46906,Medium Town,51.20655000000005,-1.4767699999999309,1,5
547,Warlingham,E35001295,9098,9242,9323,9484,9462,9623,9679,9718,9744,Small Town,51.31057000000004,-0.057099999999934425,2,1
548,Chesham,E35001299,22406,22583,22798,22998,23382,23629,23708,23837,23902,Small Town,51.71083000000005,-0.6090599999999426,1,1
549,Woodley,E35001301,35553,35881,36084,36264,36635,36973,37484,38016,38506,Medium Town,53.426830000000045,-2.097139999999968,0,1
550,Yeadon,E35001302,19674,19484,19435,19309,19253,19160,19163,19163,19190,Small Town,53.85871000000003,-1.6841699999999378,0,3
551,Clay Cross,E35001303,12967,13120,12980,13036,12997,13263,13303,13346,13382,Small Town,53.16632000000004,-1.4158099999999652,0,2
552,Wellingborough,E35001306,49356,49696,49766,50221,51022,52048,52441,53012,53165,Medium Town,52.30244000000005,-0.6963199999999574,0,3
553,Ditton,E35001308,26050,26117,26294,26478,26358,26774,27078,27205,27566,Medium Town,51.29961000000003,0.4520400000000677,0,4
554,Egham,E35001311,25976,26873,27358,27811,27760,28430,28043,28934,29539,Medium Town,51.430990000000065,-0.5471899999999437,1,1
555,Staines,E35001314,25796,25984,26222,26483,26611,26816,26889,26798,26808,Medium Town,51.435160000000046,-0.5066199999999412,0,3
556,Torquay,E35001315,49228,49184,49583,50041,50103,50383,50645,51126,51339,Medium Town,50.46788000000004,-3.543729999999925,0,4
557,Beeston (Broxtowe),E35001323,51666,51849,52367,52619,52701,52687,53148,53737,54131,Medium Town,52.97638000900008,-1.2628332899999464,0,1
558,Warwick,E35001324,31347,31533,31667,31866,32024,32442,32718,33319,34166,Medium Town,52.28176000000008,-1.5909599999999386,0,3
559,Leyland,E35001332,38883,38756,38872,38931,38953,39288,39579,39869,40198,Medium Town,53.69532000000004,-2.693479999999965,0,5
560,Swadlincote,E35001337,45181,45848,46722,47484,47900,48354,48738,49388,49972,Medium Town,52.774810000000066,-1.5517799999999509,1,4
561,Northwich,E35001340,45449,45532,45526,45519,45796,46340,46897,47774,48519,Medium Town,53.26018000000005,-2.510909999999967,2,5
562,Lancaster,E35001347,47830,48654,48662,49503,50247,50571,50849,51324,51932,Medium Town,54.047510000000045,-2.7976299999999696,0,4
563,Wokingham,E35001349,42814,43414,44172,44738,45241,46049,46745,47567,48356,Medium Town,51.410910000000065,-0.8347899999999413,1,4
564,Kidsgrove,E35001350,26306,26157,26145,26160,26234,26424,26223,26304,26276,Medium Town,53.086420000000025,-2.2393899999999576,0,3
565,Littleborough,E35001351,12352,12372,12299,12337,12292,12139,12148,12059,12085,Small Town,53.643670000000036,-2.097299999999961,1,1
566,Camberley,E35001352,38120,38023,38288,38679,39069,39470,39541,39675,39850,Medium Town,51.33624000000003,-0.7342299999999682,0,2
567,Alfreton,E35001356,22801,22946,23046,23196,23117,23157,23316,23586,24068,Small Town,53.09763000000004,-1.3850499999999784,0,3
568,Wimborne Minster,E35001359,15199,15321,15419,15582,15852,16103,16259,16252,16241,Small Town,50.80229000000003,-1.9886399999999755,1,0
569,Kingsnorth (Ashford),E35001360,6609,6919,7068,7066,7247,7259,7428,7558,7543,Small Town,51.118450000000045,0.8598700000000576,0,2
570,Cramlington,E35001362,27703,27645,27474,27520,27479,27372,27344,27198,27384,Medium Town,55.087170000000064,-1.5887599999999793,0,3
571,Grantham,E35001363,42152,42522,42854,43525,43821,44395,44520,44559,44807,Medium Town,52.913190000000036,-0.6428399999999783,0,5
572,Wombwell,E35001365,23402,23725,24015,24474,24723,24945,25197,25493,25803,Medium Town,53.530760000000036,-1.4108399999999506,0,3
573,Chester-le-Street,E35001366,37148,37297,37609,37844,37575,37610,37543,37610,37683,Medium Town,54.85908000000007,-1.574969999999951,0,3
574,Epsom,E35001370,31534,32039,32636,33564,33788,34291,34791,35071,35314,Medium Town,51.33307000000008,-0.2714199999999778,1,0
575,Horsforth,E35001374,18896,19004,19038,19053,19171,19393,19469,19542,19766,Small Town,53.83434000000005,-1.6395099999999732,0,1
576,Hoylake,E35001375,10897,10919,10907,10973,10890,10842,10840,10854,10875,Small Town,53.39830000000007,-3.169519999999977,1,0
577,Waltham Abbey,E35001386,18772,18680,18872,19101,19215,19144,19258,19365,19402,Small Town,51.68640000000005,0.00146000000006552,0,2
578,Consett,E35001387,24827,24955,25115,25309,25458,25572,25637,25774,25812,Medium Town,54.86151000000007,-1.8347799999999663,0,5
579,Royal Leamington Spa,E35001392,55852,56576,56455,56709,55894,56339,56732,57812,57831,Medium Town,52.28920000000005,-1.5352999999999497,0,3
580,Poulton-le-Fylde,E35001393,17422,17563,17704,17705,17848,17832,17752,17854,18111,Small Town,53.848060000000025,-2.994609999999966,0,2
581,Bexhill,E35001397,42372,42430,42671,43235,43641,43825,44317,44674,45123,Medium Town,50.84533000000005,0.4775200000000268,0,4
582,Leek,E35001400,19652,19566,19667,19706,19757,19915,19967,19997,19963,Small Town,53.106630000000045,-2.0208599999999706,0,5
583,Wallsend,E35001401,43985,44138,44327,44631,44484,44738,44791,45006,45441,Medium Town,54.99123000000003,-1.5332199999999716,0,4
584,Hunstanton,E35001404,8679,8730,8735,8683,8589,8643,8528,8536,8509,Small Town,52.93743000000007,0.4943100000000413,0,2
585,Colne,E35001407,18833,18732,18794,18646,18776,18756,18814,18940,18884,Small Town,53.85680000000008,-2.1703699999999344,0,3
586,Weybridge,E35001409,29980,29596,29770,29949,30105,30310,30145,30106,30305,Medium Town,51.372930000000046,-0.4576999999999316,1,2
587,Glossop,E35001411,33072,33138,33098,33071,33145,33283,33240,33287,33459,Medium Town,53.44333000000007,-1.9459399999999505,0,2
588,Hoddesdon,E35001413,42280,42907,43020,43448,43548,43922,43823,43836,43927,Medium Town,51.767840000000035,-0.013229999999964548,0,3
589,Staveley,E35001414,15300,15294,15401,15408,15400,15419,15407,15374,15447,Small Town,53.26647000000003,-1.3547799999999484,0,2
590,Redruth,E35001416,19976,20270,20182,20420,20630,20920,21083,21324,21467,Small Town,50.23253000000005,-5.229409999999973,1,1
591,Amersham,E35001417,23128,23405,23731,24032,24262,24451,24485,24684,24808,Small Town,51.67467000000005,-0.5961199999999279,0,3
592,Swanscombe,E35001418,19933,20299,20782,21175,21535,21852,22321,23241,24616,Small Town,51.450150000000065,0.3085500000000252,0,1
593,Wetherby,E35001419,11222,11164,11128,11132,11199,11126,11166,11221,11460,Small Town,53.928140000000035,-1.386819999999943,0,3
594,Locks Heath/Warsash/Whiteley,E35001421,43497,43996,44646,44977,45559,45869,46268,46275,46293,Medium Town,50.85507036335106,-1.281233241452171,1,1
595,Nailsworth,E35001423,7737,7840,7723,7757,7820,7691,7637,7687,7705,Small Town,51.69580000000008,-2.2180199999999672,0,1
596,Skelmersdale,E35001425,34470,34453,34486,34584,34470,34772,34813,34816,35120,Medium Town,53.54935000000007,-2.7756699999999337,0,2
597,Rickmansworth,E35001432,24061,24210,24658,25019,25255,25370,25380,25413,25305,Medium Town,51.641750000000066,-0.4666999999999462,1,1
598,Shoreham-by-Sea,E35001442,48639,49208,49725,50316,50572,50630,50719,50817,51116,Medium Town,50.831930000000064,-0.2764599999999291,0,3
599,Hoyland,E35001446,17732,17901,17999,18110,18198,18248,18318,18259,18321,Small Town,53.50553000000008,-1.445039999999949,0,2
600,Brierfield,E35001448,9564,9690,9807,9892,10063,10190,10257,10311,10433,Small Town,53.823570000000075,-2.234269999999981,0,1
601,Stowmarket,E35001453,19355,19749,20151,20666,20807,20929,21312,21570,21936,Small Town,52.188780000000065,0.9971800000000712,0,2
602,Rochford,E35001457,17752,17819,17845,18057,18158,18276,18301,18609,18598,Small Town,51.58322000000004,0.7013900000000604,0,2
603,Haslemere,E35001459,13156,13212,13101,13109,13198,13314,13384,13268,13203,Small Town,51.088790000000074,-0.708759999999927,1,1
604,Cranleigh,E35001461,9926,9849,9969,10050,10199,10179,10181,10307,10531,Small Town,51.141530000000046,-0.4829899999999725,0,1
605,Bicester,E35001462,32717,32680,32911,32862,32937,32838,32789,32839,32835,Medium Town,51.89802000000003,-1.1534699999999702,0,3
606,Bridgnorth,E35001463,12314,12393,12522,12687,12754,12815,12893,12929,12804,Small Town,52.53706000000005,-2.42062999999996,0,2
607,Thornaby-on-Tees,E35001481,24778,25092,25313,25556,25823,25892,25876,25801,25628,Medium Town,54.538400000000074,-1.3035099999999602,0,2
608,Adwick le Street,E35001482,19222,19084,18954,18867,18787,18833,18858,19010,18951,Small Town,53.56940000000003,-1.1839699999999311,0,1
609,Houghton-le-Spring,E35001485,13868,14044,14178,14163,14197,14229,14292,14302,14312,Small Town,54.83913000000007,-1.468789999999956,0,1
610,Herne Bay,E35001486,38326,38504,39086,39645,39739,40127,40450,40555,40876,Medium Town,51.37127000000004,1.1262100000000714,0,3
611,Tadley,E35001487,15863,15941,15826,15832,15825,15812,15630,15603,15497,Small Town,51.35435000000007,-1.141149999999925,0,1
612,Leatherhead,E35001490,32632,32726,32918,32966,33104,33157,32994,33184,33355,Medium Town,51.29639000000003,-0.32938999999993257,2,3
613,Whitley Bay,E35001492,36682,36730,36690,36972,36922,37030,37058,37120,37277,Medium Town,55.048560000000066,-1.449579999999969,0,5
614,Horley,E35001493,22804,23114,23378,23724,24395,25036,25253,25970,26466,Medium Town,51.17545000000007,-0.16919999999993252,2,2
