,Area,Venue Category,Venue Name,Longitude,Latitude
291,Bedlington,Supermarket,Morrisons,-1.7095805894841767,54.96406759136539
292,Bedlington,Supermarket,Morrisons,-1.4882612228393555,54.980088805246936
293,Bedlington,Supermarket,Morrisons,-1.4306924839821147,54.99911879841247
294,Bedlington,Supermarket,Sainsbury's,-1.7389958284806517,55.049782784580266
295,Bedlington,Supermarket,Asda,-1.6408358623053318,54.97291981227606
296,Bedlington,Supermarket,Waitrose & Partners,-1.49435206,55.0236068
297,Bedlington,Supermarket,Aldi,-1.645549,55.012982
298,Bedlington,Supermarket,Tesco,-1.4502898185443003,55.042048620705174
299,Bedlington,Supermarket,Asda,-1.5830864,54.9598012
300,Bedlington,Supermarket,Lidl,-1.43650355622667,54.9894499889739
301,Bedlington,Supermarket,Asda,-1.6870559,54.9988814
302,Bedlington,Supermarket,Aldi,-1.6884952730856746,54.99879142126778
303,Bedlington,Supermarket,Morrisons,-1.6981232355550502,54.99284088825445
304,Bedlington,Supermarket,Asda,-1.4446769,55.0080621
305,Bedlington,Supermarket,Morrisons,-1.4559741291169477,55.02381847248523
306,Bedlington,Shopping Mall,intu Metrocentre,-1.6687533961755836,54.957593324601476
307,Bedlington,Supermarket,Sainsbury's Local,-1.712436831863926,54.99078043645225
308,Bedlington,Supermarket,Sainsbury's Local,-1.613221,54.974263
309,Bedlington,Supermarket,Tesco,-1.4639443,54.970172
310,Bedlington,Supermarket,Tesco,-1.6020779107284397,54.963476524717144
311,Bedlington,Supermarket,Sainsbury's,-1.7538772395390434,54.994619097724026
312,Bedlington,Supermarket,Asda,-1.714441,54.97625
313,Bedlington,Supermarket,Aldi,-1.5948367605096745,54.958737294268694
314,Bedlington,Supermarket,Aldi,-1.5444352124749794,54.953333877293
315,Bedlington,Supermarket,Asda,-1.43648,54.9962
316,Bedlington,Supermarket,Asda,-1.6776832,54.9599959
317,Bedlington,Supermarket,Aldi,-1.6576730876727266,54.9927915355825
318,New Addington,Supermarket,Waitrose & Partners,-0.07485570846961309,51.331954862050345
319,New Addington,Supermarket,Wing Yip Centre,-0.11906805019842738,51.36262766755699
320,New Addington,Supermarket,Waitrose & Partners,0.090159,51.355127
321,New Addington,Supermarket,Waitrose & Partners,-0.13494093555186737,51.482449341985216
322,New Addington,Supermarket,Korea Foods,-0.24371174388400987,51.40089124557765
323,New Addington,Supermarket,Waitrose & Partners,-0.0269029,51.4114892
324,New Addington,Supermarket,Waitrose & Partners,-0.0666046142578125,51.50707303416161
325,New Addington,Supermarket,Aldi,-0.01778093785767165,51.44867471080653
326,New Addington,Supermarket,Waitrose & Partners,-0.015557720237666217,51.482138977789184
327,New Addington,Supermarket,Lidl,-0.16376718,51.41969874
328,New Addington,Grocery Store,TFC - Turkish Food Centre,-0.10441349968665843,51.37976598948104
329,New Addington,Supermarket,H Mart,-0.2681289488372127,51.4024044352604
330,New Addington,Supermarket,Waitrose & Partners,-0.01609959073994105,51.504600139782625
331,New Addington,Supermarket,Waitrose & Partners,-0.19870319021401883,51.32304688205015
332,New Addington,Supermarket,Lidl,-0.0711521745224728,51.4726499779385
333,New Addington,Supermarket,Lidl,-0.253844000000002,51.4003149999462
334,New Addington,Grocery Store,Little Waitrose & Partners,-0.10574364011063153,51.50733438217989
335,New Addington,Grocery Store,Persepolis,-0.07168163023405306,51.47345210865369
336,New Addington,Supermarket,Waitrose & Partners,-0.16706012462134368,51.48832531511091
337,New Addington,Supermarket,Lidl,-0.120809822748746,51.4736636039901
338,New Addington,Supermarket,Waitrose & Partners,-0.0957706,51.3744022
339,New Addington,Supermarket,Waitrose & Partners,-0.16778697177562663,51.46263313312424
340,New Addington,Supermarket,Sainsbury's,0.02623842240466967,51.48865664421558
341,New Addington,Supermarket,Sainsbury's,-0.18709600909845747,51.467446896425635
342,New Addington,Supermarket,Waitrose & Partners,-0.15161793470360863,51.44563511247586
343,New Addington,Supermarket,Asda,-0.0166273,51.465088
344,New Addington,Supermarket,Lidl,-0.139934833417961,51.4115199832493
345,New Addington,Supermarket,Waitrose & Partners,-0.07809642110032655,51.282324764341205
346,New Addington,Supermarket,Sainsbury's,-0.19667024996015803,51.36850373918296
347,New Addington,Supermarket,Waitrose & Partners,-0.21687164,51.46312081
348,New Addington,Supermarket,Sainsbury's,-0.1289779,51.4805436
349,New Addington,Supermarket,Waitrose & Partners,-0.2433705179006438,51.37817195811669
350,New Addington,Supermarket,Lidl,-0.123521627071194,51.4145466336331
351,New Addington,Grocery Store,SeeWoo,0.018894929568558066,51.4893205700106
352,New Addington,Supermarket,Waitrose & Partners,-0.1425596,51.4979888
353,New Addington,Grocery Store,M&S Simply Food,0.02018858,51.47677201
354,New Addington,Supermarket,Sainsbury's,-0.051587813450888476,51.4126487677032
355,New Addington,Supermarket,Aldi,-0.059212837044110365,51.408603514817685
356,New Addington,Grocery Store,Whole Foods Market,-0.19624659242115827,51.48015769535036
357,New Addington,Supermarket,Lidl,-0.185252686217965,51.4306112151826
358,New Addington,Supermarket,Lidl,-0.044076764839194,51.48986198134884
359,New Addington,Supermarket,Waitrose & Partners,-0.1936882418258392,51.45444602288551
360,New Addington,Grocery Store,Whole Foods Market,-0.1666719989019333,51.463922989422514
361,New Addington,Supermarket,Aldi,-0.07656638008566333,51.39782844908977
362,New Addington,Supermarket,Sainsbury's,-0.0977622,51.494569
363,New Addington,Supermarket,Sainsbury's,-0.042388371752053455,51.477244429788016
364,New Addington,Supermarket,Asda,-0.1957885,51.3669423
365,New Addington,Supermarket,Lidl,-0.167363313901053,51.4646785778025
366,New Addington,Supermarket,Waitrose & Partners,0.0194832,51.3987304
367,New Addington,Supermarket,Lidl,0.056052,51.368103
368,New Addington,Supermarket,TFX International Food Centre,-0.15050411224365234,51.361176798689876
369,New Addington,Grocery Store,TFC - Turkish Food Centre,-0.09545372575571873,51.47501896728962
370,New Addington,Supermarket,Lidl,0.01457882,51.40403726
371,New Addington,Supermarket,Waitrose,0.06402969360351562,51.19523989567916
372,New Addington,Supermarket,Lidl,0.177516734570439,51.278845206691
373,New Addington,Supermarket,Lidl,-0.028461681205480628,51.5144353951792
374,New Addington,Supermarket,Lidl,-0.193356716565376,51.4015120027278
375,New Addington,Supermarket,Little Waitrose,0.1795485,51.27778912
376,New Addington,Supermarket,Aldi,0.02211652154484148,51.49077781252892
377,New Addington,Supermarket,Lidl,-0.0481149719343447,51.4253986947615
